710	211	343	0.2972	0.4831	
406	169	218	0.4163	0.5369	
348	165	177	0.4741	0.5086	
732	122	247	0.1667	0.3374	
308	37	60	0.1201	0.1948	
393	58	134	0.1476	0.341	
845	154	268	0.1822	0.3172	
101	24	38	0.2376	0.3762	
396	52	94	0.1313	0.2374	
172	31	56	0.1802	0.3256	
329	75	114	0.228	0.3465	
137	15	23	0.1095	0.1679	
423	93	188	0.2199	0.4444	
553	128	228	0.2315	0.4123	
1170	472	709	0.4034	0.606	
648	201	321	0.3102	0.4954	
280	59	110	0.2107	0.3929	
743	114	198	0.1534	0.2665	
693	143	290	0.2063	0.4185	
343	96	150	0.2799	0.4373	
1166	344	608	0.295	0.5214	
1325	1032	1127	0.7789	0.8506	
530	98	199	0.1849	0.3755	
410	89	186	0.2171	0.4537	
330	77	142	0.2333	0.4303	
165	68	144	0.4121	0.8727	
387	181	209	0.4677	0.5401	
306	28	58	0.0915	0.1895	
309	31	54	0.1003	0.1748	
548	364	430	0.6642	0.7847	
1721	1241	1341	0.7211	0.7792	
132	32	54	0.2424	0.4091	
212	39	72	0.184	0.3396	
115	86	95	0.7478	0.8261	
1513	1209	1308	0.7991	0.8645	
211	17	38	0.0806	0.1801	
156	56	75	0.359	0.4808	
336	145	152	0.4315	0.4524	
551	166	266	0.3013	0.4828	
368	76	110	0.2065	0.2989	
334	274	293	0.8204	0.8772	
648	327	437	0.5046	0.6744	
289	144	187	0.4983	0.6471	
316	41	68	0.1297	0.2152	
2357	496	919	0.2104	0.3899	
188	34	63	0.1809	0.3351	
220	112	142	0.5091	0.6455	
105	28	40	0.2667	0.381	
381	180	233	0.4724	0.6115	
662	268	382	0.4048	0.577	
2035	744	1061	0.3656	0.5214	
237	76	111	0.3207	0.4684	
784	257	327	0.3278	0.4171	
105	66	92	0.6286	0.8762	
579	334	397	0.5769	0.6857	
860	180	340	0.2093	0.3953	
654	321	412	0.4908	0.63	
468	134	167	0.2863	0.3568	
831	175	303	0.2106	0.3646	
576	320	389	0.5556	0.6753	
245	35	84	0.1429	0.3429	
